Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Mycoplana",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Mycoplana",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma",,,
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Myroides",,,
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Myroides",,,
